文本,识别结果,消极概率,积极概率,支持,反对,IP地址,评论者性别
谁家小孩,消极,0.63,0.37,1,0,黑龙江,Gender.MALE
之前我聊天不是这样的，只是最近感觉心里不怎么有她了感觉有点急，想着没啥后果放手一搏才这样说话，不要骂楼主了，楼主平时很轻松的只是楼主身边朋友都谈恋爱了楼主也想罢了不要想那么复杂，女主和我说了做最好的朋友，楼主只是不满仅仅是朋友而已,消极,0.97,0.03,5,0,湖北,Gender.MALE
可怜的耿直boy,积极,0.27,0.73,0,0,,Gender.UNKNOWN
我懂，遇到很喜欢的，真的就容易这种很傻很天真的追求,中性,0.44,0.56,0,0,,Gender.UNKNOWN
我不想只是普通朋友~~,中性,0.59,0.41,0,0,,Gender.UNKNOWN
和我一样心急了，不过我也才高中三年,消极,0.78,0.22,0,0,,Gender.UNKNOWN
楼主只是最近比较这样,消极,0.76,0.24,0,0,湖北,Gender.MALE
春天到了懂！,积极,0.27,0.73,0,0,,Gender.UNKNOWN
"
吾有良略在怀必为阿瞒所需阿瞒有我良计取冀州便是易如反掌吾才满腹袁本初竟不从之阿瞒有我良计取冀州便是",消极,0.94,0.06,0,0,四川,Gender.MALE
我6个月都放不下15年你能放下？,积极,0.31,0.69,0,0,河南,Gender.MALE
你们看,积极,0.15,0.85,6,0,湖北,Gender.MALE
你这一句别学了给我整笑了,积极,0.28,0.72,0,0,,Gender.UNKNOWN
别学了，让我学！,中性,0.39,0.61,0,0,,Gender.UNKNOWN
第一次见让别人别学了的,中性,0.41,0.59,0,0,,Gender.UNKNOWN
楼主确实逆天,消极,0.75,0.25,0,0,,Gender.UNKNOWN
之前女主不是说秒回吧但总会回的,积极,0.33,0.67,2,0,湖北,Gender.MALE
还是很🤡，壁画这么多,中性,0.52,0.48,1,0,广东,Gender.MALE
楼主讲讲吧，从15年前开始,消极,0.63,0.37,1,0,湖北,Gender.MALE
可是老哥都发贴了哎，得让🐭🐭看看吧,积极,0.31,0.69,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
都十五年了为什么现在又这么急呢，要我就先晾她两天看她反应再行事了,消极,0.96,0.04,0,0,,Gender.UNKNOWN
为什么是15年前，因为15年前是小学第一天，她是我第一个同桌，那时候位置还有很多但她直接坐我旁边了，还记得第一次说话是她东西掉了，给我说个谢谢。然后就慢慢熟悉起来了嘛，反正话挺多了。那时候小学打闹，他们几个女生又高又奇怪，总想把我和好朋友往女厕所拉，导致唯一了安全基地就是男厕所。后来6年级放学回家，我俩走在一起，她问了我好多次喜欢谁喜欢谁，楼主那时候懂什么啊，就说没喜欢的人，现在看来还是比较后悔的,消极,0.86,0.14,3,0,湖北,Gender.MALE
从小学就是坏女人,中性,0.45,0.55,0,0,,Gender.UNKNOWN
要是当时说了，你们就不会15年了，可能也就几个月，毕业了再没联系,消极,0.82,0.18,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
不如亲自找她去谈一谈 送一束花 就算被拒绝了 以后也不会有遗憾,消极,0.74,0.26,1,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,湖南,Gender.UNKNOWN
CY,积极,0.21,0.79,0,0,,Gender.UNKNOWN
经典走马灯,积极,0.3,0.7,0,0,陕西,Gender.MALE
惨兮兮,中性,0.58,0.42,0,0,湖南,Gender.MALE
+3,积极,0.23,0.77,0,0,山东,Gender.MALE
了，gkd,积极,0.26,0.74,0,0,广东,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,广东,Gender.MALE
这种见了帅哥就同意交往，见你鸟都不鸟的女的，早点放弃为妙,积极,0.19,0.81,2,0,江苏,Gender.FEMALE
gkd,积极,0.21,0.79,0,0,河南,Gender.UNKNOWN
然后到了初中嘛，初中不一个，但初中还是不懂，没谈恋爱的想法，就知道对她有点好感。。还记得楼主看你的名字，第一次看这种动漫，直接感动了不行，看了6.7遍，过几天重映了还去，那时候真就好好学习了，上了个省师范高中,中性,0.6,0.4,7,0,湖北,Gender.MALE
赶上直播了,积极,0.34,0.66,0,0,,Gender.UNKNOWN
我也有一个喜欢五年的在一起一个月就分手了,中性,0.53,0.47,0,0,河南,Gender.UNKNOWN
好兄弟 我也看了5 6遍，还是喜欢看，但是没有遇到这种女同学捏,中性,0.48,0.52,0,0,,Gender.UNKNOWN
华师附中？,积极,0.28,0.72,0,0,,Gender.UNKNOWN
孩子你无敌了,消极,0.64,0.36,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.FEMALE
你除了一无是处的喜欢 还能给人家带来什么呢,积极,0.26,0.74,1,0,浙江,Gender.MALE
都陪了那么久了，总比那些认识一个月就追的轻浮男强吧,中性,0.59,0.41,0,0,江苏,Gender.FEMALE
还有那种认识不到一个星期就献殷勤的下头男,消极,0.91,0.09,0,0,江苏,Gender.FEMALE
人看不上就是看不上 一个月能把人看个大概 不成就换人 没什么问题,消极,0.75,0.25,0,0,浙江,Gender.MALE
3,积极,0.25,0.75,0,0,吉林,Gender.MALE
哪位牢大，更完了踢我一下啊,中性,0.44,0.56,0,0,上海,Gender.UNKNOWN
这时候转折点就来了，楼主去报道，在楼梯口看到了三年未见的她，真的，人生第一次体会到心动，真的，真的会咯噔一下的，，，但三年一点点联系都没有。。。有qq也没有说过一句话，，，她和楼主的班级正好是正对着，楼主高一就喜欢趴在栏杆上去找她，然后，她同桌也是我好朋友，也知道，就有一次我俩对视了，她突然拉开窗户拉她和我一起打招呼真的记忆犹新后来到我生日她还送我个本，上面还有一段话,消极,0.79,0.21,4,0,湖北,Gender.MALE
我求你了，别自作多情了好吗，你单相思不累啊,消极,0.73,0.27,0,0,天津,Gender.UNKNOWN
直播直播,积极,0.22,0.78,0,0,,Gender.UNKNOWN
只有一个点，她不喜欢你,积极,0.28,0.72,1,0,浙江,Gender.UNKNOWN
女生不是靠追来的，你这样她只会越来越烦你,积极,0.25,0.75,1,0,天津,Gender.UNKNOWN
了,积极,0.29,0.71,0,0,安徽,Gender.MALE
大家先别急着喷，等我讲完再喷,中性,0.42,0.58,2,0,湖北,Gender.MALE
和你的回忆对于你来说很美好 对她来说就是黑历史 不是哥们 你醒醒吧,积极,0.32,0.68,0,0,,Gender.UNKNOWN
速速更新,积极,0.21,0.79,0,0,,Gender.UNKNOWN
不是，你上面这些内容跟大家说了，你跟她说了吗，让她也回忆一下啊,消极,0.74,0.26,0,0,,Gender.UNKNOWN
很多事情你记得清楚，对她来说可能就比较斑驳了，,积极,0.26,0.74,0,0,,Gender.UNKNOWN
楼主记得写的是三年未见，不知道你长高了多少，祝你天天开心，生日快乐,积极,0.14,0.86,3,0,湖北,Gender.MALE
这句话对你的杀伤力简直是天崩地裂吧,消极,0.98,0.02,0,0,,Gender.UNKNOWN
希望你真的是走出来了,中性,0.46,0.54,0,0,河北,Gender.MALE
搞快点,积极,0.31,0.69,0,0,重庆,Gender.UNKNOWN
好,积极,0.21,0.79,0,0,江苏,Gender.MALE
我觉得她也是喜欢你的，只不过这种喜欢是像喜欢猫猫狗狗一样的喜欢,积极,0.37,0.63,6,0,广西,Gender.MALE
3,积极,0.25,0.75,0,0,湖南,Gender.MALE
然后呢考试分到一个考场，我想着捉紧机会恢复联系。。买了一盒奥利奥准备送她，，结果在兜里装了两天没敢送但回去后发qq打招呼了,消极,0.89,0.11,5,0,湖北,Gender.MALE
错过良机了,中性,0.5,0.5,0,0,,Gender.UNKNOWN
别自我感动了，她都不看，8️⃣友更不想看，,中性,0.46,0.54,0,0,天津,Gender.UNKNOWN
赶上直播了,积极,0.34,0.66,0,0,,Gender.UNKNOWN
直播了,积极,0.28,0.72,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
希望你不要再继续添加回来，以后开启新的篇章,积极,0.19,0.81,0,0,广东,Gender.MALE
踏马的bb那么多还是不删，就是一时的自我感动。等两天又回去舔了,消极,0.97,0.03,1,0,广东,Gender.MALE
神探,积极,0.29,0.71,0,0,,Gender.UNKNOWN
不要自我感动。人家又没有让你喜欢15年，果断一点没什么不好,中性,0.61,0.39,2,0,上海,Gender.MALE
怂包,积极,0.28,0.72,0,0,浙江,Gender.UNKNOWN
这种小学同学我是下不去手 一起长大这种就跟自己兄弟姐妹似的 完全无感 但是一换环境新面孔比如升学之类的 那必须选择配偶权,积极,0.36,0.64,0,0,黑龙江,Gender.MALE
不是谈恋爱麻烦，是不喜欢你罢了，这都不懂？看到喜欢的早就贴上去了,积极,0.36,0.64,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,河南,Gender.MALE
高中了我简单讲，主要是在大学 然后呢楼主就开始聊天呗，那时候她还和我续火花有巨轮啥了，，，那时候成绩勉强211，和她聊天之后成绩有点下滑，鼠妈发现了然后把手机收了，，然后高二买了三个手机和她聊天吧都被收了反正挺对不起鼠妈的，，然后开始好好学习，能够上985了分数了，楼主就是想着高考后再和她表白什么的,消极,0.91,0.09,1,0,湖北,Gender.MALE
和你聊这么长时间都不喜欢你，哥们你是一点价值都没有啊,积极,0.37,0.63,0,0,天津,Gender.UNKNOWN
15年，要同意你早同意了，求求你清醒点吧,积极,0.28,0.72,0,0,天津,Gender.UNKNOWN
gkd,积极,0.21,0.79,0,0,,Gender.UNKNOWN
点了！,中性,0.4,0.6,0,0,,Gender.UNKNOWN
你好网恋吗,积极,0.23,0.77,0,0,浙江,Gender.MALE
脑婆恰个v,积极,0.29,0.71,0,0,,Gender.UNKNOWN
都不许恰v。让我来 脑婆恰个v,积极,0.28,0.72,0,0,,Gender.UNKNOWN
恰,积极,0.16,0.84,0,0,浙江,Gender.MALE
都让开让我来,积极,0.2,0.8,0,0,湖北,Gender.MALE
我再说一遍，真的放下了，为啥不删是删了就没聊天素材给分享了,中性,0.61,0.39,1,0,湖北,Gender.MALE
8️⃣友不在乎，你自己不舍得罢了,中性,0.62,0.38,0,0,天津,Gender.UNKNOWN
你不如好好运动健身，换身衣服，改个发型，在多接触别的女生，说不定……人家会恼羞成怒回来找你问你为什么不给她守活寡,消极,0.89,0.11,0,0,,Gender.UNKNOWN
你点破了，lz还怎么活啊,中性,0.45,0.55,0,0,,Gender.UNKNOWN
我不想看，赶紧删了,消极,0.71,0.29,0,0,,Gender.UNKNOWN
你也太了,积极,0.17,0.83,0,0,内蒙古,Gender.MALE
要删就快点，磨磨唧唧的,中性,0.43,0.57,1,0,江苏,Gender.MALE
说白了你是不敢删 还是没放下 没素材就是个幌子 打心底不想删 想重新看看之前的你们是怎样快乐的,消极,0.82,0.18,0,0,广东,Gender.UNKNOWN
搞上欲拒还迎了还，你希望她能挽留你，两个字 急了,消极,0.98,0.02,0,0,浙江,Gender.MALE
牛逼,积极,0.31,0.69,0,0,江苏,Gender.MALE
算了吧 留着不删是想给看还是自己看你自己心里有数 你的成绩很好 学校肯定也不差 多把握现在的机会提升自己吧 与其说你是自我感动不如说是在继续自我消耗 听哥一句劝 算了吧,消极,0.87,0.13,0,0,浙江,Gender.UNKNOWN
虽然很多人都在劝不要太执着这份感情了，但是感情这种东西怎么是说放得下就放得下的如果lz还是想继续追求，那么我建议比起让她看到你的感情，不如让她看到你的能力，你优秀了对方也可能更愿意了解你，一味只表达感情只会热脸贴冷屁股,消极,0.74,0.26,1,0,广东,Gender.FEMALE
两厢情愿是喜剧，一厢情愿只是一个人的悲剧,消极,0.98,0.02,0,0,,Gender.UNKNOWN
正确的,积极,0.32,0.68,0,0,,Gender.UNKNOWN
吧里都是不谈的吗，这种一看就是给个台阶下的，好女孩无疑了，情商也高,消极,0.98,0.02,1,0,河南,Gender.MALE
"要不就不聊，要不就直接删咯，她不找你你就别去找她，别真成🤡了
小尾巴",消极,0.75,0.25,0,0,江西,Gender.MALE
你讲nm的故事呢？我们要看截图,积极,0.24,0.76,1,0,河南,Gender.UNKNOWN
不是，15年？,中性,0.38,0.62,0,0,上海,Gender.MALE
帖子最开始说的就是自己放下了 结果不还是在矛盾吗 想不好就出去跑跑步 路还长呢 不用吊死在一棵树上,消极,0.95,0.05,0,0,浙江,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,福建,Gender.MALE
3,积极,0.25,0.75,0,0,河南,Gender.MALE
速度,积极,0.28,0.72,0,0,河南,Gender.MALE
高考后大的来了,积极,0.35,0.65,1,0,湖北,Gender.MALE
你多高呀，帅不帅？有点好奇,积极,0.22,0.78,0,0,天津,Gender.MALE
实际上和你不怎么接触别的女生有关系，你倒是接触接触别的啊，只舔一个还不能搞到手显得你很廉价,消极,0.75,0.25,0,0,安徽,Gender.UNKNOWN
如果你们本来没啥关系，只是你一厢情愿，你这样说不是压力人家吗？,中性,0.51,0.49,0,0,广东,Gender.MALE
你放不下的，别人都放进去了,积极,0.25,0.75,1,0,湖南,Gender.FEMALE
你不释怀的，别人都显怀了,中性,0.6,0.4,0,0,,Gender.UNKNOWN
lz太幼稚了小瞅发炎,积极,0.12,0.88,0,0,辽宁,Gender.MALE
出分了我感觉没考好，于是问她，我喜欢你，如果我复读一年上个985她会考虑我吗，，她说不会，然后说可不可能和我是不是985没啥关系，，，这是第一次表白，，然后然后，她问我我们那里有个公园开不，我还帮他问问，，然后等到了她官宣说说真的我看到了时候再玩刘备，感觉天塌了就是一个拉手的照片，配文字说新身份，，我给她发99她回个👌真的加上失利，最黑暗的日子，，最后被一个普通211录取了，也就没考虑复读了..然后一点联系都没了，直到我发现她情头换了,消极,0.88,0.12,11,0,湖北,Gender.MALE
都让你🤡完了，还在这更新个√8,积极,0.35,0.65,0,0,,Gender.UNKNOWN
没事，我爱看,积极,0.21,0.79,0,0,,Gender.UNKNOWN
小丑给你丑完了,积极,0.22,0.78,0,0,,Gender.UNKNOWN
好好好 211普通 带砖生哭死,中性,0.6,0.4,0,0,,Gender.UNKNOWN
"
目明き千人目盲千人とある。",消极,0.98,0.02,0,0,日本,Gender.FEMALE
gkd,积极,0.21,0.79,0,0,福建,Gender.MALE
前七次都拒绝你了 想和你在一块早就在一块了 还舔着个b脸往上a呢 人家不喜欢你有错吗 看你发那几张聊天记录就觉得你是个鬼屋 表白失败就开始气急败坏了瑙叹,消极,0.7,0.3,2,0,河北,Gender.MALE
比孟获还猛,积极,0.32,0.68,0,0,,Gender.UNKNOWN
上初中了没。,中性,0.47,0.53,0,0,重庆,Gender.MALE
人家lz是211的,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
了,积极,0.29,0.71,0,0,广东,Gender.MALE
😂这发言，好丑,积极,0.22,0.78,0,0,河南,Gender.FEMALE
@1.31,积极,0.27,0.73,1,0,云南,Gender.FEMALE
做个随堂测试,积极,0.25,0.75,2,0,湖北,Gender.MALE
+3,积极,0.23,0.77,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,江西,Gender.UNKNOWN
我问你一句她知道你喜欢她15年吗,积极,0.35,0.65,1,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,浙江,Gender.MALE
+3,积极,0.23,0.77,0,0,福建,Gender.MALE
gkd,积极,0.21,0.79,0,0,浙江,Gender.MALE
谈了一学期好像？我问她为啥不谈了她说没啥意思，不想谈了，我问是不是吵架了，她说也没吵架这是楼主不理解的一点，没啥意思为啥当初要谈？为了谈而谈吗？之后就是开始正常聊天了，，就是很正常的那种，不像这个月了楼主,消极,0.94,0.06,5,0,湖北,Gender.MALE
男的日够了，换一个呗,中性,0.43,0.57,0,0,,Gender.UNKNOWN
不敢接受真相吗？,中性,0.47,0.53,0,0,,Gender.UNKNOWN
时间的沙粒并没有使你的金粒（特点）突显出来，因为根本没有金粒。 但沙粒却把你在阳光下闪闪发光的玻璃（普通特点）磨灭的看不见了 这么长时间干嘛呢，你这样说，对面只会觉得你神经。,消极,0.65,0.35,0,0,,Gender.UNKNOWN
谈了一学期，难道不是吗？肯定被男海王玩完了就扔了,消极,0.88,0.12,0,0,,Gender.UNKNOWN
"她吊着你的时候，早就是别人的形状了
I loved you
I loved you most
I love you more now",中性,0.39,0.61,1,0,山东,Gender.MALE
其实你应该争取做个炮友的,积极,0.18,0.82,0,0,山东,Gender.MALE
逆天,消极,0.63,0.37,0,0,江西,Gender.FEMALE
她已经把你当朋友了，那就只能当朋友处。。,消极,0.64,0.36,0,0,上海,Gender.FEMALE
说着要决断，可还是让别人删除，你是在大吵大闹的期盼着什么吗？正真的离开都是悄无声息的，像是一个风和日丽的下午，说了一个普通的再见后，披上大衣，头也不会的就离开了。,消极,0.69,0.31,1,0,河北,Gender.MALE
真是,积极,0.28,0.72,0,0,,Gender.UNKNOWN
你喜欢别人就不喜欢吗 只是你登不到罢了 别人狠狠的站起来登 多健身锻炼换个发型啥的 然后除了她之外多去认识别的女生 追人别带着太强的目的 就点到为止 我看你上面聊天记录感觉你太🐢而且优柔寡断 人家喜欢你才怪呢,消极,0.79,0.21,3,0,广东,Gender.UNKNOWN
你的喜欢只是自我感动，一点用都没有,积极,0.29,0.71,0,0,上海,Gender.MALE
先打,积极,0.31,0.69,0,0,山西,Gender.MALE
😅😅真够吧尴尬，跟个🐶似的追着咬，她要是真喜欢你早就同意了，不同意就说明她根本不喜欢你，遇到她喜欢的，第二天说不定就在酒店大战了，心里怎么就是没数呢？,消极,0.71,0.29,1,0,上海,Gender.MALE
看你说话就像🤡,积极,0.24,0.76,0,0,江苏,Gender.UNKNOWN
我觉的你想的太多了，你不需要知道她到底在想什么。她明确拒绝你是事实，还不删你无非两种情况，在给你台阶不想闹得太难看，或者她在想有没有可能做朋友但做恋人绝对不可能，如果你觉得做不了朋友就放弃，没必要这么拉扯来去的，她不喜欢你。你也不用逼她和你谈恋爱，这不是真的爱情,消极,0.88,0.12,3,0,陕西,Gender.FEMALE
插眼,积极,0.28,0.72,0,0,陕西,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
3,积极,0.25,0.75,0,0,江苏,Gender.MALE
15年要喜欢早喜欢上了，现在你在她心里的形象早就已经定型了，她态度一直那样不冷不淡的，就只是把你当成玩了很久的朋友。年龄到了想谈恋爱很正常，追求新鲜感罢了，有时候太熟了反而谈不起捏,消极,0.69,0.31,1,0,江苏,Gender.FEMALE
是这个理儿，可能姑娘把你当成闺蜜，有些东西跟女生不好讲跟男的说说吐槽反而没事，你把这种谈得来误以为是感情亲密，我之前也有过类似的经历，但那真的只是友情。。,消极,0.87,0.13,0,0,,Gender.UNKNOWN
3,积极,0.25,0.75,0,0,新疆,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
3,积极,0.25,0.75,0,0,山东,Gender.MALE
她宁愿随便找个人谈都不和你谈，你在自我感动牛魔,积极,0.34,0.66,0,0,广东,Gender.MALE
正确的，一针见血的！,消极,0.73,0.27,0,0,,Gender.UNKNOWN
不是你逼着她谈的吗？,积极,0.31,0.69,0,0,安徽,Gender.MALE
讲话像吃枪药一样要我也担心这个人以后会不会打人。现在表个白和理所当然一样，你觉得你喜欢人15年很了不起，实际上就是利用这种绑架别人而已,消极,0.73,0.27,1,0,福建,Gender.MALE
